DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2014,101000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2015,183000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2016,85900,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2017,30900,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2018,79700,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2019,112000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2020,72900,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2021,34100,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2022,28000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,COL: Colombia,"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2023,35100,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2001,1310000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2002,1310000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2003,1260000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2004,1280000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2005,1180000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AUREC_COMESA: Common Market for Eastern and Southern Africa (COMESA),"MG_RFGS_CNTRY_ORIGIN: Refugees, by country of origin",_T: Total,2006,1170000,0: Units,PS: Persons,,,,,,"Stateless and unknown origin refugees are only included in the global number. Under 18 refugee population from years 2001 to 2020 is extrapolated using the known number of children and the total number of refugees. Only showing countries and regions with 50% or more coverage of age and sex. For years 2021 and later, under 18 population is estimated using the mean value of the the hierarchical Bayesian model performed by UNHCR.",,"United Nations High Commissioner for Refugees, Global Trends: Forced Displacement in 2023. UNHCR, 2024.",https://www.unhcr.org/refugee-statistics/download/,,,,,Y0T17: Under 18 years old
